10600,7000,1,0
15600,7150,1,0
20500,7050,1,0
20700,9199.7,1,0
20300,13500,1,0
20300,13500,0,0
20250,14850,0,0
20200,16550,1,0
20250,17950,0,0
20200,20450,1,0
18350,21350,1,0
13550,21200,0,0
11750,21250,1,0
8649.8,21500,1,0
6700,21450,1,0
6150,19200,1,0
6050,16500,1,0
6300,14850,0,0
6150,13550,1,0
6150,10500,1,0
