10270,15950,0,0,0.7,0,0
13330,15950,0,0,0.7,0,0
14710,15950,1,0,0.95,0,1
16230,15950,0,0,0.7,0,0
19000,15950,0,0,0.8,0,0
21530,13500,0,0,0.5,1,1
21530,10800,0,0,0.5,1,1
21530,8900,1,0,0.85,1,0
21530,3900,0,0,0.5,1,1
21530,2000,0,0,0.5,1,1
18200,1400,1,0,1.25,0,0
16750,1400,0,0,0.55,0,1
14750,1600,1,0,1.25,0,0
13400,1600,0,0,0.55,0,1
9650,1400,0,0,0.55,0,1
6930,6350,0,0,0.6,1,0
7200,11700,0,0,0.86,1,0
